# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-11-10 11:17:02 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03303280 OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03303280
#            TS   parameter     statistic     Description
#        192392       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	192392_00060_00003	192392_00060_00003_cd
USGS	03303280	1982-09-16	46100	A
USGS	03303280	1982-09-17	33000	A
USGS	03303280	1982-09-18	38500	A
USGS	03303280	1982-09-19	23700	A
USGS	03303280	1982-09-20	14700	A
USGS	03303280	1982-09-21	28900	A
USGS	03303280	1982-09-22	25800	A
USGS	03303280	1982-09-23	24800	A
USGS	03303280	1982-09-24	39000	A
USGS	03303280	1982-09-25	20000	A
USGS	03303280	1982-09-26	17800	A
USGS	03303280	1982-09-27	29200	A
USGS	03303280	1982-09-28	30300	A
USGS	03303280	1982-09-29	28000	A
USGS	03303280	1982-09-30	25700	A
USGS	03303280	1982-10-01	20300	A
USGS	03303280	1982-10-02	30300	A
USGS	03303280	1982-10-03	22200	A
USGS	03303280	1982-10-04	23100	A
USGS	03303280	1982-10-05	24700	A
USGS	03303280	1982-10-06	24600	A
USGS	03303280	1982-10-07	22600	A
USGS	03303280	1982-10-08	17000	A
USGS	03303280	1982-10-09	17000	A
USGS	03303280	1982-10-10	20100	A
USGS	03303280	1982-10-11	29500	A
USGS	03303280	1982-10-12	16200	A
USGS	03303280	1982-10-13	28200	A
USGS	03303280	1982-10-14	38400	A
USGS	03303280	1982-10-15	11600	A
USGS	03303280	1982-10-16	25500	A
USGS	03303280	1982-10-17	34900	A
USGS	03303280	1982-10-18	31700	A
USGS	03303280	1982-10-19	19800	A
USGS	03303280	1982-10-20	31000	A
USGS	03303280	1982-10-21	18600	A
USGS	03303280	1982-10-22	32400	A
USGS	03303280	1982-10-23	29900	A
USGS	03303280	1982-10-24	18000	A
USGS	03303280	1982-10-25	14200	A
USGS	03303280	1982-10-26	18600	A
USGS	03303280	1982-10-27	37800	A
USGS	03303280	1982-10-28	17200	A
USGS	03303280	1982-10-29	15900	A
USGS	03303280	1982-10-30	23900	A
USGS	03303280	1982-10-31	27600	A
USGS	03303280	1982-11-01	18700	A
USGS	03303280	1982-11-02	20700	A
USGS	03303280	1982-11-03	16100	A
USGS	03303280	1982-11-04	20800	A
USGS	03303280	1982-11-05	46200	A
USGS	03303280	1982-11-06	55300	A
USGS	03303280	1982-11-07	55100	A
USGS	03303280	1982-11-08	68300	A
USGS	03303280	1982-11-09	57000	A
USGS	03303280	1982-11-10	32600	A
USGS	03303280	1982-11-11	34200	A
USGS	03303280	1982-11-12	38300	A
USGS	03303280	1982-11-13	39300	A
USGS	03303280	1982-11-14	30200	A
USGS	03303280	1982-11-15	40600	A
USGS	03303280	1982-11-16	39100	A
USGS	03303280	1982-11-17	52800	A
USGS	03303280	1982-11-18	41700	A
USGS	03303280	1982-11-19	39200	A
USGS	03303280	1982-11-20	39800	A
USGS	03303280	1982-11-21	65900	A
USGS	03303280	1982-11-22	71900	A
USGS	03303280	1982-11-23	67000	A
USGS	03303280	1982-11-24	87800	A
USGS	03303280	1982-11-25	106000	A
USGS	03303280	1982-11-26	115000	A
USGS	03303280	1982-11-27	117000	A
USGS	03303280	1982-11-28	118000	A
USGS	03303280	1982-11-29	145000	A
USGS	03303280	1982-11-30	149000	A
USGS	03303280	1982-12-01	171000	A
USGS	03303280	1982-12-02	199000	A
USGS	03303280	1982-12-03	224000	A
USGS	03303280	1982-12-04	232000	A
USGS	03303280	1982-12-05	216000	A
USGS	03303280	1982-12-06	178000	A
USGS	03303280	1982-12-07	135000	A
USGS	03303280	1982-12-08	112000	A
USGS	03303280	1982-12-09	102000	A
USGS	03303280	1982-12-10	93100	A
USGS	03303280	1982-12-11	80600	A
USGS	03303280	1982-12-12	67200	A
USGS	03303280	1982-12-13	63700	A
USGS	03303280	1982-12-14	60400	A
USGS	03303280	1982-12-15	65600	A
USGS	03303280	1982-12-16	135000	A
USGS	03303280	1982-12-17	179000	A
USGS	03303280	1982-12-18	196000	A
USGS	03303280	1982-12-19	209000	A
USGS	03303280	1982-12-20	215000	A
USGS	03303280	1982-12-21	205000	A
USGS	03303280	1982-12-22	192000	A
USGS	03303280	1982-12-23	174000	A
USGS	03303280	1982-12-24	152000	A
USGS	03303280	1982-12-25	166000	A
USGS	03303280	1982-12-26	233000	A
USGS	03303280	1982-12-27	265000	A
USGS	03303280	1982-12-28	266000	A
USGS	03303280	1982-12-29	267000	A
USGS	03303280	1982-12-30	265000	A
USGS	03303280	1982-12-31	248000	A
USGS	03303280	1983-01-01	225000	A
USGS	03303280	1983-01-02	198000	A
USGS	03303280	1983-01-03	167000	A
USGS	03303280	1983-01-04	144000	A
USGS	03303280	1983-01-05	123000	A
USGS	03303280	1983-01-06	105000	A
USGS	03303280	1983-01-07	101000	A
USGS	03303280	1983-01-08	101000	A
USGS	03303280	1983-01-09	94000	A
USGS	03303280	1983-01-10	84600	A
USGS	03303280	1983-01-11	74900	A
USGS	03303280	1983-01-12	76500	A
USGS	03303280	1983-01-13	71300	A
USGS	03303280	1983-01-14	80500	A
USGS	03303280	1983-01-15	80400	A
USGS	03303280	1983-01-16	70700	A
USGS	03303280	1983-01-17	63600	A
USGS	03303280	1983-01-18	58600	A
USGS	03303280	1983-01-19	51100	A
USGS	03303280	1983-01-20	41700	A
USGS	03303280	1983-01-21	38800	A
USGS	03303280	1983-01-22	68800	A
USGS	03303280	1983-01-23	104000	A
USGS	03303280	1983-01-24	122000	A
USGS	03303280	1983-01-25	131000	A
USGS	03303280	1983-01-26	124000	A
USGS	03303280	1983-01-27	121000	A
USGS	03303280	1983-01-28	116000	A
USGS	03303280	1983-01-29	104000	A
USGS	03303280	1983-01-30	85600	A
USGS	03303280	1983-01-31	78100	A
USGS	03303280	1983-02-01	82500	A
USGS	03303280	1983-02-02	110000	A
USGS	03303280	1983-02-03	149000	A
USGS	03303280	1983-02-04	174000	A
USGS	03303280	1983-02-05	222000	A
USGS	03303280	1983-02-06	251000	A
USGS	03303280	1983-02-07	258000	A
USGS	03303280	1983-02-08	238000	A
USGS	03303280	1983-02-09	198000	A
USGS	03303280	1983-02-10	160000	A
USGS	03303280	1983-02-11	137000	A
USGS	03303280	1983-02-12	123000	A
USGS	03303280	1983-02-13	121000	A
USGS	03303280	1983-02-14	127000	A
USGS	03303280	1983-02-15	128000	A
USGS	03303280	1983-02-16	116000	A
USGS	03303280	1983-02-17	110000	A
USGS	03303280	1983-02-18	121000	A
USGS	03303280	1983-02-19	139000	A
USGS	03303280	1983-02-20	143000	A
USGS	03303280	1983-02-21	142000	A
USGS	03303280	1983-02-22	132000	A
USGS	03303280	1983-02-23	122000	A
USGS	03303280	1983-02-24	108000	A
USGS	03303280	1983-02-25	108000	A
USGS	03303280	1983-02-26	109000	A
USGS	03303280	1983-02-27	109000	A
USGS	03303280	1983-02-28	105000	A
USGS	03303280	1983-03-01	87200	A
USGS	03303280	1983-03-02	71900	A
USGS	03303280	1983-03-03	62800	A
USGS	03303280	1983-03-04	71200	A
USGS	03303280	1983-03-05	76500	A
USGS	03303280	1983-03-06	78800	A
USGS	03303280	1983-03-07	68200	A
USGS	03303280	1983-03-08	63100	A
USGS	03303280	1983-03-09	69800	A
USGS	03303280	1983-03-10	95900	A
USGS	03303280	1983-03-11	118000	A
USGS	03303280	1983-03-12	127000	A
USGS	03303280	1983-03-13	131000	A
USGS	03303280	1983-03-14	140000	A
USGS	03303280	1983-03-15	142000	A
USGS	03303280	1983-03-16	130000	A
USGS	03303280	1983-03-17	114000	A
USGS	03303280	1983-03-18	105000	A
USGS	03303280	1983-03-19	101000	A
USGS	03303280	1983-03-20	96000	A
USGS	03303280	1983-03-21	117000	A
USGS	03303280	1983-03-22	161000	A
USGS	03303280	1983-03-23	194000	A
USGS	03303280	1983-03-24	213000	A
USGS	03303280	1983-03-25	227000	A
USGS	03303280	1983-03-26	227000	A
USGS	03303280	1983-03-27	203000	A
USGS	03303280	1983-03-28	168000	A
USGS	03303280	1983-03-29	143000	A
USGS	03303280	1983-03-30	137000	A
USGS	03303280	1983-03-31	150000	A
USGS	03303280	1983-04-01	158000	A
USGS	03303280	1983-04-02	158000	A
USGS	03303280	1983-04-03	146000	A
USGS	03303280	1983-04-04	132000	A
USGS	03303280	1983-04-05	128000	A
USGS	03303280	1983-04-06	137000	A
USGS	03303280	1983-04-07	149000	A
USGS	03303280	1983-04-08	172000	A
USGS	03303280	1983-04-09	246000	A
USGS	03303280	1983-04-10	287000	A
USGS	03303280	1983-04-11	279000	A
USGS	03303280	1983-04-12	313000	A
USGS	03303280	1983-04-13	325000	A
USGS	03303280	1983-04-14	338000	A
USGS	03303280	1983-04-15	338000	A
USGS	03303280	1983-04-16	318000	A
USGS	03303280	1983-04-17	299000	A
USGS	03303280	1983-04-18	286000	A
USGS	03303280	1983-04-19	315000	A
USGS	03303280	1983-04-20	315000	A
USGS	03303280	1983-04-21	271000	A
USGS	03303280	1983-04-22	239000	A
USGS	03303280	1983-04-23	201000	A
USGS	03303280	1983-04-24	177000	A
USGS	03303280	1983-04-25	171000	A
USGS	03303280	1983-04-26	194000	A
USGS	03303280	1983-04-27	240000	A
USGS	03303280	1983-04-28	277000	A
USGS	03303280	1983-04-29	286000	A
USGS	03303280	1983-04-30	289000	A
USGS	03303280	1983-05-01	363000	A
USGS	03303280	1983-05-02	418000	A
USGS	03303280	1983-05-03	483000	A
USGS	03303280	1983-05-04	528000	A
USGS	03303280	1983-05-05	548000	A
USGS	03303280	1983-05-06	550000	A
USGS	03303280	1983-05-07	545000	A
USGS	03303280	1983-05-08	538000	A
USGS	03303280	1983-05-09	519000	A
USGS	03303280	1983-05-10	477000	A
USGS	03303280	1983-05-11	412000	A
USGS	03303280	1983-05-12	335000	A
USGS	03303280	1983-05-13	275000	A
USGS	03303280	1983-05-14	256000	A
USGS	03303280	1983-05-15	241000	A
USGS	03303280	1983-05-16	263000	A
USGS	03303280	1983-05-17	276000	A
USGS	03303280	1983-05-18	293000	A
USGS	03303280	1983-05-19	342000	A
USGS	03303280	1983-05-20	377000	A
USGS	03303280	1983-05-21	386000	A
USGS	03303280	1983-05-22	370000	A
USGS	03303280	1983-05-23	349000	A
USGS	03303280	1983-05-24	352000	A
USGS	03303280	1983-05-25	356000	A
USGS	03303280	1983-05-26	362000	A
USGS	03303280	1983-05-27	362000	A
USGS	03303280	1983-05-28	336000	A
USGS	03303280	1983-05-29	280000	A
USGS	03303280	1983-05-30	228000	A
USGS	03303280	1983-05-31	196000	A
USGS	03303280	1983-06-01	161000	A
USGS	03303280	1983-06-02	147000	A
USGS	03303280	1983-06-03	151000	A
USGS	03303280	1983-06-04	165000	A
USGS	03303280	1983-06-05	171000	A
USGS	03303280	1983-06-06	176000	A
USGS	03303280	1983-06-07	192000	A
USGS	03303280	1983-06-08	169000	A
USGS	03303280	1983-06-09	132000	A
USGS	03303280	1983-06-10	109000	A
USGS	03303280	1983-06-11	86900	A
USGS	03303280	1983-06-12	75900	A
USGS	03303280	1983-06-13	72900	A
USGS	03303280	1983-06-14	55900	A
USGS	03303280	1983-06-15	43300	A
USGS	03303280	1983-06-16	41000	A
USGS	03303280	1983-06-17	52300	A
USGS	03303280	1983-06-18	61400	A
USGS	03303280	1983-06-19	57800	A
USGS	03303280	1983-06-20	61200	A
USGS	03303280	1983-06-21	82000	A
USGS	03303280	1983-06-22	78500	A
USGS	03303280	1983-06-23	82500	A
USGS	03303280	1983-06-24	81900	A
USGS	03303280	1983-06-25	85400	A
USGS	03303280	1983-06-26	60300	A
USGS	03303280	1983-06-27	25500	A
USGS	03303280	1983-06-28	50400	A
USGS	03303280	1983-06-29	37900	A
USGS	03303280	1983-06-30	74700	A
USGS	03303280	1983-07-01	94600	A
USGS	03303280	1983-07-02	99800	A
USGS	03303280	1983-07-03	84900	A
USGS	03303280	1983-07-04	76300	A
USGS	03303280	1983-07-05	73700	A
USGS	03303280	1983-07-06	73100	A
USGS	03303280	1983-07-07	74800	A
USGS	03303280	1983-07-08	64000	A
USGS	03303280	1983-07-09	41600	A
USGS	03303280	1983-07-10	44600	A
USGS	03303280	1983-07-11	46200	A
USGS	03303280	1983-07-12	15600	A
USGS	03303280	1983-07-13	31000	A
USGS	03303280	1983-07-14	23200	A
USGS	03303280	1983-07-15	29400	A
USGS	03303280	1983-07-16	21400	A
USGS	03303280	1983-07-17	13600	A
USGS	03303280	1983-07-18	22000	A
USGS	03303280	1983-07-19	36400	A
USGS	03303280	1983-07-20	38300	A
USGS	03303280	1983-07-21	32600	A
USGS	03303280	1983-07-22	27500	A
USGS	03303280	1983-07-23	37800	A
USGS	03303280	1983-07-24	48900	A
USGS	03303280	1983-07-25	71800	A
USGS	03303280	1983-07-26	109000	A
USGS	03303280	1983-07-27	103000	A
USGS	03303280	1983-07-28	39300	A
USGS	03303280	1983-07-29	25600	A
USGS	03303280	1983-07-30	33500	A
USGS	03303280	1983-07-31	20000	A
USGS	03303280	1983-08-01	18800	A
USGS	03303280	1983-08-02	27800	A
USGS	03303280	1983-08-03	42300	A
USGS	03303280	1983-08-04	12700	A
USGS	03303280	1983-08-05	27700	A
USGS	03303280	1983-08-06	27000	A
USGS	03303280	1983-08-07	23300	A
USGS	03303280	1983-08-08	35500	A
USGS	03303280	1983-08-09	36600	A
USGS	03303280	1983-08-10	11200	A
USGS	03303280	1983-08-11	15100	A
USGS	03303280	1983-08-12	35300	A
USGS	03303280	1983-08-13	20500	A
USGS	03303280	1983-08-14	28100	A
USGS	03303280	1983-08-15	24800	A
USGS	03303280	1983-08-16	16800	A
USGS	03303280	1983-08-17	23400	A
USGS	03303280	1983-08-18	15900	A
USGS	03303280	1983-08-19	15300	A
USGS	03303280	1983-08-20	19300	A
USGS	03303280	1983-08-21	14900	A
USGS	03303280	1983-08-22	13600	A
USGS	03303280	1983-08-23	14500	A
USGS	03303280	1983-08-24	18700	A
USGS	03303280	1983-08-25	9840	A
USGS	03303280	1983-08-26	14300	A
USGS	03303280	1983-08-27	11500	A
USGS	03303280	1983-08-28	17200	A
USGS	03303280	1983-08-29	23000	A
USGS	03303280	1983-08-30	23400	A
USGS	03303280	1983-08-31	13700	A
USGS	03303280	1983-09-01	22700	A
USGS	03303280	1983-09-02	27800	A
USGS	03303280	1983-09-03	13900	A
USGS	03303280	1983-09-04	11400	A
USGS	03303280	1983-09-05	13400	A
USGS	03303280	1983-09-06	10300	A
USGS	03303280	1983-09-07	9990	A
USGS	03303280	1983-09-08	25700	A
USGS	03303280	1983-09-09	12400	A
USGS	03303280	1983-09-10	11000	A
USGS	03303280	1983-09-11	9460	A
USGS	03303280	1983-09-12	7150	A
USGS	03303280	1983-09-13	23800	A
USGS	03303280	1983-09-14	35000	A
USGS	03303280	1983-09-15	7080	A
USGS	03303280	1983-09-16	4180	A
USGS	03303280	1983-09-17	5400	A
USGS	03303280	1983-09-18	25500	A
USGS	03303280	1983-09-19	15700	A
USGS	03303280	1983-09-20	10500	A
USGS	03303280	1983-09-21	13800	A
USGS	03303280	1983-09-22	17400	A
USGS	03303280	1983-09-23	23700	A
USGS	03303280	1983-09-24	6500	A
USGS	03303280	1983-09-25	20800	A
USGS	03303280	1983-09-26	9860	A
USGS	03303280	1983-09-27	7480	A
USGS	03303280	1983-09-28	25000	A
USGS	03303280	1983-09-29	7550	A
USGS	03303280	1983-09-30	13200	A
USGS	03303280	1983-10-01	23500	A
USGS	03303280	1983-10-02	10100	A
USGS	03303280	1983-10-03	7610	A
USGS	03303280	1983-10-04	11100	A
USGS	03303280	1983-10-05	16200	A
USGS	03303280	1983-10-06	23400	A
USGS	03303280	1983-10-07	18200	A
USGS	03303280	1983-10-08	7820	A
USGS	03303280	1983-10-09	5990	A
USGS	03303280	1983-10-10	16400	A
USGS	03303280	1983-10-11	21100	A
USGS	03303280	1983-10-12	15200	A
USGS	03303280	1983-10-13	38600	A
USGS	03303280	1983-10-14	26300	A
USGS	03303280	1983-10-15	17100	A
USGS	03303280	1983-10-16	25100	A
USGS	03303280	1983-10-17	42500	A
USGS	03303280	1983-10-18	13400	A
USGS	03303280	1983-10-19	29400	A
USGS	03303280	1983-10-20	41600	A
USGS	03303280	1983-10-21	110000	A
USGS	03303280	1983-10-22	149000	A
USGS	03303280	1983-10-23	163000	A
USGS	03303280	1983-10-24	190000	A
USGS	03303280	1983-10-25	179000	A
USGS	03303280	1983-10-26	169000	A
USGS	03303280	1983-10-27	144000	A
USGS	03303280	1983-10-28	88800	A
USGS	03303280	1983-10-29	64000	A
USGS	03303280	1983-10-30	46800	A
USGS	03303280	1983-10-31	33500	A
USGS	03303280	1983-11-01	38100	A
USGS	03303280	1983-11-02	24300	A
USGS	03303280	1983-11-03	35000	A
USGS	03303280	1983-11-04	48200	A
USGS	03303280	1983-11-05	38900	A
USGS	03303280	1983-11-06	39600	A
USGS	03303280	1983-11-07	53900	A
USGS	03303280	1983-11-08	43400	A
USGS	03303280	1983-11-09	42200	A
USGS	03303280	1983-11-10	42100	A
USGS	03303280	1983-11-11	55800	A
USGS	03303280	1983-11-12	98500	A
USGS	03303280	1983-11-13	113000	A
USGS	03303280	1983-11-14	113000	A
USGS	03303280	1983-11-15	114000	A
USGS	03303280	1983-11-16	104000	A
USGS	03303280	1983-11-17	103000	A
USGS	03303280	1983-11-18	120000	A
USGS	03303280	1983-11-19	136000	A
USGS	03303280	1983-11-20	143000	A
USGS	03303280	1983-11-21	138000	A
USGS	03303280	1983-11-22	120000	A
USGS	03303280	1983-11-23	123000	A
USGS	03303280	1983-11-24	174000	A
USGS	03303280	1983-11-25	172000	A
USGS	03303280	1983-11-26	131000	A
USGS	03303280	1983-11-27	117000	A
USGS	03303280	1983-11-28	159000	A
USGS	03303280	1983-11-29	209000	A
USGS	03303280	1983-11-30	218000	A
USGS	03303280	1983-12-01	221000	A
USGS	03303280	1983-12-02	214000	A
USGS	03303280	1983-12-03	202000	A
USGS	03303280	1983-12-04	179000	A
USGS	03303280	1983-12-05	187000	A
USGS	03303280	1983-12-06	205000	A
USGS	03303280	1983-12-07	232000	A
USGS	03303280	1983-12-08	255000	A
USGS	03303280	1983-12-09	267000	A
USGS	03303280	1983-12-10	259000	A
USGS	03303280	1983-12-11	259000	A
USGS	03303280	1983-12-12	265000	A
USGS	03303280	1983-12-13	262000	A
USGS	03303280	1983-12-14	245000	A
USGS	03303280	1983-12-15	245000	A
USGS	03303280	1983-12-16	261000	A
USGS	03303280	1983-12-17	265000	A
USGS	03303280	1983-12-18	244000	A
USGS	03303280	1983-12-19	205000	A
USGS	03303280	1983-12-20	172000	A
USGS	03303280	1983-12-21	148000	A
USGS	03303280	1983-12-22	138000	A
USGS	03303280	1983-12-23	134000	A
USGS	03303280	1983-12-24	152000	A
USGS	03303280	1983-12-25	180000	A
USGS	03303280	1983-12-26	188000	A
USGS	03303280	1983-12-27	153000	A
USGS	03303280	1983-12-28	91300	A
USGS	03303280	1983-12-29	93500	A
USGS	03303280	1983-12-30	109000	A
USGS	03303280	1983-12-31	132000	A
USGS	03303280	1984-01-01	138000	A
USGS	03303280	1984-01-02	146000	A
USGS	03303280	1984-01-03	127000	A
USGS	03303280	1984-01-04	109000	A
USGS	03303280	1984-01-05	99200	A
USGS	03303280	1984-01-06	90800	A
USGS	03303280	1984-01-07	88800	A
USGS	03303280	1984-01-08	87800	A
USGS	03303280	1984-01-09	84100	A
USGS	03303280	1984-01-10	76900	A
USGS	03303280	1984-01-11	61600	A
USGS	03303280	1984-01-12	58800	A
USGS	03303280	1984-01-13	59700	A
USGS	03303280	1984-01-14	63400	A
USGS	03303280	1984-01-15	57100	A
USGS	03303280	1984-01-16	44800	A
USGS	03303280	1984-01-17	43800	A
USGS	03303280	1984-01-18	45200	A
USGS	03303280	1984-01-19	42800	A
USGS	03303280	1984-01-20	42400	A
USGS	03303280	1984-01-21	29900	A
USGS	03303280	1984-01-22	31600	A
USGS	03303280	1984-01-23	26800	A
USGS	03303280	1984-01-24	38000	A
USGS	03303280	1984-01-25	85900	A
USGS	03303280	1984-01-26	130000	A
USGS	03303280	1984-01-27	170000	A
USGS	03303280	1984-01-28	183000	A
USGS	03303280	1984-01-29	180000	A
USGS	03303280	1984-01-30	160000	A
USGS	03303280	1984-01-31	133000	A
USGS	03303280	1984-02-01	114000	A
USGS	03303280	1984-02-02	93800	A
USGS	03303280	1984-02-03	87400	A
USGS	03303280	1984-02-04	103000	A
USGS	03303280	1984-02-05	117000	A
USGS	03303280	1984-02-06	121000	A
USGS	03303280	1984-02-07	121000	A
USGS	03303280	1984-02-08	115000	A
USGS	03303280	1984-02-09	99800	A
USGS	03303280	1984-02-10	83300	A
USGS	03303280	1984-02-11	78500	A
USGS	03303280	1984-02-12	83000	A
USGS	03303280	1984-02-13	96900	A
USGS	03303280	1984-02-14	149000	A
USGS	03303280	1984-02-15	222000	A
USGS	03303280	1984-02-16	254000	A
USGS	03303280	1984-02-17	282000	A
USGS	03303280	1984-02-18	301000	A
USGS	03303280	1984-02-19	338000	A
USGS	03303280	1984-02-20	344000	A
USGS	03303280	1984-02-21	310000	A
USGS	03303280	1984-02-22	261000	A
USGS	03303280	1984-02-23	232000	A
USGS	03303280	1984-02-24	209000	A
USGS	03303280	1984-02-25	189000	A
USGS	03303280	1984-02-26	180000	A
USGS	03303280	1984-02-27	196000	A
USGS	03303280	1984-02-28	207000	A
USGS	03303280	1984-02-29	211000	A
USGS	03303280	1984-03-01	228000	A
USGS	03303280	1984-03-02	244000	A
USGS	03303280	1984-03-03	241000	A
USGS	03303280	1984-03-04	214000	A
USGS	03303280	1984-03-05	193000	A
USGS	03303280	1984-03-06	187000	A
USGS	03303280	1984-03-07	192000	A
USGS	03303280	1984-03-08	193000	A
USGS	03303280	1984-03-09	208000	A
USGS	03303280	1984-03-10	208000	A
USGS	03303280	1984-03-11	197000	A
USGS	03303280	1984-03-12	168000	A
USGS	03303280	1984-03-13	150000	A
USGS	03303280	1984-03-14	139000	A
USGS	03303280	1984-03-15	129000	A
USGS	03303280	1984-03-16	154000	A
USGS	03303280	1984-03-17	186000	A
USGS	03303280	1984-03-18	193000	A
USGS	03303280	1984-03-19	197000	A
USGS	03303280	1984-03-20	222000	A
USGS	03303280	1984-03-21	263000	A
USGS	03303280	1984-03-22	287000	A
USGS	03303280	1984-03-23	302000	A
USGS	03303280	1984-03-24	338000	A
USGS	03303280	1984-03-25	362000	A
USGS	03303280	1984-03-26	367000	A
USGS	03303280	1984-03-27	349000	A
USGS	03303280	1984-03-28	313000	A
USGS	03303280	1984-03-29	310000	A
USGS	03303280	1984-03-30	347000	A
USGS	03303280	1984-03-31	373000	A
USGS	03303280	1984-04-01	388000	A
USGS	03303280	1984-04-02	398000	A
USGS	03303280	1984-04-03	398000	A
USGS	03303280	1984-04-04	377000	A
USGS	03303280	1984-04-05	334000	A
USGS	03303280	1984-04-06	305000	A
USGS	03303280	1984-04-07	328000	A
USGS	03303280	1984-04-08	355000	A
USGS	03303280	1984-04-09	376000	A
USGS	03303280	1984-04-10	386000	A
USGS	03303280	1984-04-11	376000	A
USGS	03303280	1984-04-12	339000	A
USGS	03303280	1984-04-13	294000	A
USGS	03303280	1984-04-14	258000	A
USGS	03303280	1984-04-15	228000	A
USGS	03303280	1984-04-16	198000	A
USGS	03303280	1984-04-17	184000	A
USGS	03303280	1984-04-18	184000	A
USGS	03303280	1984-04-19	199000	A
USGS	03303280	1984-04-20	209000	A
USGS	03303280	1984-04-21	215000	A
USGS	03303280	1984-04-22	268000	A
USGS	03303280	1984-04-23	314000	A
USGS	03303280	1984-04-24	363000	A
USGS	03303280	1984-04-25	406000	A
USGS	03303280	1984-04-26	437000	A
USGS	03303280	1984-04-27	444000	A
USGS	03303280	1984-04-28	416000	A
USGS	03303280	1984-04-29	359000	A
USGS	03303280	1984-04-30	252000	A
USGS	03303280	1984-05-01	223000	A
USGS	03303280	1984-05-02	188000	A
USGS	03303280	1984-05-03	175000	A
USGS	03303280	1984-05-04	183000	A
USGS	03303280	1984-05-05	210000	A
USGS	03303280	1984-05-06	214000	A
USGS	03303280	1984-05-07	265000	A
USGS	03303280	1984-05-08	302000	A
USGS	03303280	1984-05-09	364000	A
USGS	03303280	1984-05-10	421000	A
USGS	03303280	1984-05-11	453000	A
USGS	03303280	1984-05-12	461000	A
USGS	03303280	1984-05-13	448000	A
USGS	03303280	1984-05-14	415000	A
USGS	03303280	1984-05-15	362000	A
USGS	03303280	1984-05-16	291000	A
USGS	03303280	1984-05-17	239000	A
USGS	03303280	1984-05-18	207000	A
USGS	03303280	1984-05-19	175000	A
USGS	03303280	1984-05-20	150000	A
USGS	03303280	1984-05-21	129000	A
USGS	03303280	1984-05-22	124000	A
USGS	03303280	1984-05-23	137000	A
USGS	03303280	1984-05-24	169000	A
USGS	03303280	1984-05-25	163000	A
USGS	03303280	1984-05-26	167000	A
USGS	03303280	1984-05-27	189000	A
USGS	03303280	1984-05-28	179000	A
USGS	03303280	1984-05-29	155000	A
USGS	03303280	1984-05-30	145000	A
USGS	03303280	1984-05-31	174000	A
USGS	03303280	1984-06-01	217000	A
USGS	03303280	1984-06-02	231000	A
USGS	03303280	1984-06-03	205000	A
USGS	03303280	1984-06-04	163000	A
USGS	03303280	1984-06-05	135000	A
USGS	03303280	1984-06-06	108000	A
USGS	03303280	1984-06-07	91900	A
USGS	03303280	1984-06-08	81700	A
USGS	03303280	1984-06-09	74800	A
USGS	03303280	1984-06-10	59800	A
USGS	03303280	1984-06-11	52900	A
USGS	03303280	1984-06-12	47900	A
USGS	03303280	1984-06-13	31100	A
USGS	03303280	1984-06-14	55700	A
USGS	03303280	1984-06-15	29000	A
USGS	03303280	1984-06-16	41900	A
USGS	03303280	1984-06-17	38100	A
USGS	03303280	1984-06-18	30200	A
USGS	03303280	1984-06-19	31300	A
USGS	03303280	1984-06-20	81400	A
USGS	03303280	1984-06-21	83000	A
USGS	03303280	1984-06-22	91100	A
USGS	03303280	1984-06-23	98800	A
USGS	03303280	1984-06-24	91200	A
USGS	03303280	1984-06-25	81400	A
USGS	03303280	1984-06-26	77900	A
USGS	03303280	1984-06-27	80700	A
USGS	03303280	1984-06-28	82400	A
USGS	03303280	1984-06-29	71500	A
USGS	03303280	1984-06-30	54500	A
USGS	03303280	1984-07-01	52800	A
USGS	03303280	1984-07-02	63400	A
USGS	03303280	1984-07-03	60600	A
USGS	03303280	1984-07-04	71500	A
USGS	03303280	1984-07-05	101000	A
USGS	03303280	1984-07-06	86400	A
USGS	03303280	1984-07-07	81200	A
USGS	03303280	1984-07-08	91500	A
USGS	03303280	1984-07-09	96200	A
USGS	03303280	1984-07-10	96600	A
USGS	03303280	1984-07-11	80700	A
USGS	03303280	1984-07-12	76400	A
USGS	03303280	1984-07-13	99500	A
USGS	03303280	1984-07-14	112000	A
USGS	03303280	1984-07-15	117000	A
USGS	03303280	1984-07-16	108000	A
USGS	03303280	1984-07-17	63000	A
USGS	03303280	1984-07-18	50200	A
